"Year","Month","Day","Shift","Article Name","Article Number","Lot","MachineName","Group","Clearer Type","Count","Length [km]","Prod [kg]","PEF [%]","AEF [%]","YF [/100km]","YJ [/100km]","YB [/100km]","N [/100km]","S [/100km]","L [/100km]","T [/100km]","C [/100km]","C+ [/100km]","C- [/100km]","CC [/100km]","CC+ [/100km]","CC- [/100km]","J [/100km]","J+ [/100km]","J- [/100km]","PF [/100km]","PC [/100km]","FD [/100km]","PP [/100km]","FL [/100km]"
"2021","12","12","3","30 RAYON","R 25 - 02/12/2021","R25 - 02/12/2021","15","15","Q3-C","30.0 NeC","14036.7412414551","276.313808115468","76.3712289264908","76.2929067460317","51.828268932639","78.8003412596454","36.73929661658","8.15003981566172","21.6360759791649","4.53809035190255","5.67083189970868","3.9752816583385","2.15862068544187","1.81666097289662","4.31011721020572","3.43384544680852","0.876271763397195","5.44285875801185","4.94416751055003","0.498691247461819","3.54783201765694","","","",""
"2021","12","12","3","30 RAYON","R 25 - 05/12/2021","R25 - 05/12/2021","17","13","Q3-C","30.0 NeC","14083.1440124512","277.227248503126","78.4858630952381","78.4858630952381","62.8055780170958","93.6225603341333","34.4738362094969","13.7824337966289","26.67018100986","6.26990677095485","8.81195277775194","2.96098654981673","1.76807110528625","1.19291544453048","4.20360680453598","3.26631609811917","0.937290706416806","3.70655870264828","3.35152434415706","0.355034358491214","0.106510307547364","","","",""
"2021","12","12","3","30 RAYON","R 25 - 24/09/2021","R25 - 04/12/2021","19","5","Q3-C","30.0 NeC","14736.9834594727","290.098103952755","81.2357390873016","81.2357390873016","44.4052883549491","73.678578997255","32.8628990683096","11.0741794919433","16.2787724271887","4.29531594264712","6.01208518986627","2.24604988470173","1.37748678729442","0.868563097407316","3.86782004314196","2.76854487298582","1.09927517015613","2.0356947595484","1.86605352958603","0.169641229962367","0.631065375460003","","","",""
"2021","12","12","3","30 RAYON","R25 -  14/09/2021","R25 - 04/12/2021","18","5","Q3-C","30.0 NeC","14461.3667907715","284.672578896839","80.1171875","80.1171875","59.8560296909405","87.76487163094","32.8945394223433","14.4453842449601","25.3987057595684","6.04368876500485","6.23730808470753","3.1324839937611","1.40374006784438","1.72874392591672","3.72717190427645","2.69684052443008","1.03033137984637","3.29152843494543","3.07024921242809","0.22127922251734","0.871286938662027","","","",""
"2021","12","12","3","30 RAYON","R25 - 02/12/21","R25- 02/12/21","44","5","Q3-C","30.0 NeC","14528.7079772949","285.99819282469","70.501778161234","70.501778161234","89.5330818151798","112.129722928282","32.2946817248481","29.2661949475818","33.2858228519534","8.53482637229574","6.08450525250761","7.70887543304131","5.41686157661028","2.29201385643103","4.63909110881236","3.39328177543693","1.24580933337543","3.94391573493989","3.77184262259521","0.172073112344672","0.0137658489875738","","","",""
"2021","12","12","3","30 RAYON ","R 25 - 08/12/2021","R-25 07/12/21","16","6","Q3-C","30.0 NeC","14035.3518676758","276.286458237512","77.9884672619048","77.9884672619048","53.5006180877705","81.4300924390904","33.8359881873515","11.4140351813302","18.6315243440565","6.17725874045772","7.96560008285091","4.01129950504925","3.41993563485549","0.591363870193761","3.99704977323735","3.3201875121722","0.676862261065149","3.53393348935067","3.3201875121722","0.213745977178468","1.30385046078865","","","",""
