"Year","Month","Day","Shift","Article Name","Article Number","MachineName","Group","Count","Length [km]","Prod [kg]","CV MV [%]","CV Sample [abs]","H MV [abs]","H Sample [abs]","Neps +140% [/km]","Neps +200% [/km]","Neps +280% [/km]","Neps +400% [/km]","Thick +35% [/km]","Thick +50% [/km]","Thick +70% [/km]","Thick +100% [/km]","Thin -30% [/km]","Thin -40% [/km]","Thin -50% [/km]","Thin -60% [/km]"
"2021","12","7","3","30 RAYON","R 25 - 02/12/2021","15","15","30.0 NeC","13627.7162780762","268.262135487085","11.8931683020889","132810","","0","249.129543696829","43.2432327919567","8.03364269141531","1.32869296210363","180.071539056458","19.6604795050271","2.2907965970611","0.535576179427688","509.738979118329","20.8399071925754","0.238592420726991","0.0065738592420727"
"2021","12","7","3","30 RAYON","R 25 - 05/12/2021","17","13","30.0 NeC","13712.721496582","269.935466585166","11.7852759533053","132543","","0","219.653069004956","36.4719786504003","6.81242851696531","1.39763629431948","169.248570339306","19.0609988562714","2.69538696149447","0.863896301944339","454.080442241708","18.0865421273351","0.187571483034693","0.00762485703393061"
"2021","12","7","3","30 RAYON","R 25 - 24/09/2021","19","5","30.0 NeC","14492.5686340332","285.28678841909","11.4344735305266","141501","","0","201.382095238095","32.9657142857143","6.09828571428571","1.1992380952381","135.691428571429","14.544380952381","1.9767619047619","0.590857142857143","348.984761904762","11.0792380952381","0.0758095238095238","0.00152380952380952"
"2021","12","7","3","30 RAYON","R25 -  14/09/2021","18","5","30.0 NeC","13114.085144043","258.151286240094","11.7088185632706","127272","","0","208.048652995577","34.9175713711299","6.46642541214314","1.22316043425814","161.075190993164","17.7720144752714","2.30357860876558","0.650180940892642","427.720948934459","16.0341777241657","0.129875351829513","0.00120627261761158"
"2021","12","7","3","30 RAYON","R25 - 02/12/21","44","5","30.0 NeC","14585.7013549805","287.120109725113","11.190128569714","141504","","0","204.293122074181","34.1267554915376","6.58768455167447","1.43932301044292","121.363701836514","13.596326971552","2.00504141159525","0.654663305725603","277.152322650342","7.27799783939503","0.0532949225783219","0.00144040331292762"
"2021","12","7","3","30 RAYON ","R 25 - 08/12/2021","16","6","30.0 NeC","14229.3529052734","280.105376357813","11.5939773734659","138785","","0","231.546189376443","37.2143956889915","6.62548113933795","1.20554272517321","145.930715935335","15.9534257120862","2.05388760585065","0.604695919938414","382.568899153195","13.1389530408006","0.108160123171671","0.000769822940723634"
